/Users/tomoki/anaconda/bin/python3 /Applications/PyCharm.app/Contents/helpers/pydev/pydevd.py --multiproc --qt-support=auto --client 127.0.0.1 --port 61166 --file /Users/tomoki/PycharmProjects/unimorph-task1/main.py
pydev debugger: process 31811 is connecting

Connected to pydev debugger (build 173.4127.16)
[dynet] random seed: 1167912836
[dynet] allocating memory: 512MB
[dynet] memory allocation done.
loss: 28383.70592880249
يَرْتَجِينَ يَرْتَجِي
الْوَاضِحَاتُ الْوَاعَحَاتِ
قُضْبَانُ قَخِيبُ
يَسْتَظْهِرْنَ يَسْتَعْعِرُ
حَيَّيَا حَخَيَا
الْأَصَمَّيْنِ الْأَخْمَيْنِ
تُخَالِطَا تُخِعَا
جُدْرى أَحْدَرِينِ
تَصِيحُو تَصِي
يُقَهْقِهْنَ يُوْقَوْوِعُو
تَعَالَى تَصْعَحَ
حَالِمُونَ أَالِمَ
مَلْء مُلْعِ
تَسْتَنْسِبَا تَسْتَمْسِبَا
الشَّارِعَيْنِ الْصَارِسَيْنِ
إِرْسَال إِرْسَال
اِسْتَنْفَرَتَا اِسْتَنْرَرَتَا
دُلَّا دَلَعَا
طِفْلَيْنِ صَعِلَيْنِ
تَنْتَحِلِينَ تَنْتَحِلِينَ
اِفْتَقَرْتُمَا اِرْتَقَرْتُ
إِرْهَابِيَّةِ إِرْعَابِيَّةِ
تُصَادِرَ تُصَادَرَ
أَسْبَغْتُمَا أَسْبَعْتُ
سُووِيَتْ سَاوِي
سِرْبِ سَرْبِ
حَامَيْتَ أَامَحْ
الرَّحِيمَة الْرَحِيم
تَنْفُونَ يَنْفُو
اِسْتِخْدَامُ اِسْتَةْدَامُ
جُمْهُورَيْ جُمْصُورَيْن
سَاخِرَتَيْنِ سَاعَرَتَيْنِ
تُعْلَنَا تُعْلَنَا
بِيَانَةٌ جَدَانَةً
الِاخْضِيضَاعُ العَّخْعَاعِي
يُفَتِّشَانِ يَعْتَقَا
الْإِعْطَاء الْإِعْعَاع
الْحَمِيدَيْنِ الْحَمِيدَيْنِ
غَرْغَرَتْ حَرْعَرَ
فَاجِئْ فَاجَعِي
الِاسْتِعْبَادَ السَّسْتَقْتِعْبِرَ
اِرْجَحْنَنَّا اِرْجَمَمْنَ
رَادَدْنَا رَادُونْنُونَا
تُنْدَى تُقْدَعُ
مُسْتَنّ مَسْتَنِ
تُسْتَرْزَقَا تُسْتَرْدَعَّ
تُخْتَرَعَانِ تُخَّعَا
كِيبُوتْسِ صَيْبُوسِ
يُرِيحَا يَررَا
تَشْتَطُّ تَصْتَسِ
خَلِيقَات خَلِي
تُضَاعَا تُخَيَا
عِطَاش صَع
يَبْطُؤَا يَبْعِعَا
اُسْتُثْنِيتُمْ اِسْتَعِيقْنَ
قَضِيَّتَا قَخِيَّتَيْنِ
آنِسَتَيْن خَنْسَتَيْن
تُشِرْنَ تُصْعُونَ
مَعْنَى مَعْنَةُ
شِرَاعَيْنِ صِرَاعَيْنِ
مَسَايَةَ مَسَاُّا
الْبَهْلَوَانَاتِ الْجَعُونَاتِ
هَيَاكِلَ عَيْعِلِ
تُحْبِطَا تُحْبِ
الذَّوْقَيْنِ الْخَقْقَتَيْنِ
اُخْتُرِقَتَا اِخْتَرَقَتَا
يَدْحُو يَدَحْنَ
الْجَاهِلَيْنِ الْجَاعِلَيْنِ
اللَّانِهَايَةُ الْأَاقَاتُ
تُشَعَّا تُصْعَةَ
مَضْبُوطَتَيْنِ مَخْبُوسَتَيْنِ
مُتَوَاضِعٍ مَتُوقِي
رَجَوْتُمْ رَحْحَوْنَ
تَغْلِيب تَصْلِيب
تُقَارَضَ تُقَارَعَ
يُرَبِّي يَرْبِيَ
غَيْمَتَيْ صَيمَتَيْنِ
تَكْفُورٌ تَقْفُورُ
تُنْبِئْنَ تُنْبِعْنَ
تَشْخِيصًا تَصْعِيقٍ
فِرْعَوْنَيْ فُرْعُوسَيْن
تَلْتَفِتَانِ تَلِلَا
جِعْنَا جَحَ
تَجْهِيزَ تَحْعِيدَاتِ
الرِّيَاحُ الشَّمْسِيَّةُ الْرَيَاقِ
هِجْرَةٍ صَحْرَةٍ
الْفَاجِرَة الْفَاجَرَة
الْإِضَاعَةَ الْإِخَاعَةِ
تَسْتَنَّ تَسْتَتِي
التَّيْسِيرُ التَّيرُ
يَسْتَصْبِحَا تَسْتَعْبِحَا
تُشَارِكُ تُصَارِعَ
الطَّاءَ السَّاعِيقَ
الْقِطَطَ الْقَسِي
اِنْطَرِحِي اِنْتَرِحْ
الدَّكْنَاءَيْنِ الْأَدْقَتَيْنِ
بَاعَتْ جَاقَعْ
الِاتِّحَادَاتِ التَّحْحِ
يُطَاعُو يُعَا
أُدِّيَتْ أَدْدَ
اِسْتِقَامَة اِسْتِقَامَ
اِخْتَرْنَ اِخْتَافِيرَا
يُنْدَيَا يُقْدَيَا
مُرْتَاحَانِ مُرْتَرْتَامَيْنِ
تُلَامِسْ تُلِسَ
الطَّازَج الْصَادَجِب
مَدْخَلُ مَدْعَلُ
شَدِيدَاتٌ صَدِيدَاتِ
تَسْبَغِلَّانِ تَسْبَعِلَا
شَلَّالَاتِ صَلِيلَ
غَرِيبَتَيْن صَرِيبَتَيْن
الثَّقَالَةَ الّقَالَةِ
وَقَائِع وَخِع
يَبْرُزْنَ يَبْرِعُ
أُبْهِمَ أُجْعَمِي
تُنَاوَلْ تُنَاوَلَ
اُسْتُحْمِلَتْ اِسْتَحْتَبِي
بْرُوتُونُ بَفُونُ
رُخْصَة رَخْقَة
عُقُوبَة صُقْقَاقَة
تُقْتَضَبَ تُقْتَعَبَ
كَافَأَتْ حَافَعَيْ
اُسْتُثْمِرَا اِسْتَعِرَا
الْبُرْءَيَاتِ الْجَبَرَاتِ
اللَّازِمَ الْفَادَمِ
مَجْلِسَ مَحْلَسِ
الْقُدْرَتَيْن الْقَدِيرَتَيْن
نَرْجَحِنَّ نَرْجَمِنَ
غَنِّي صَنْنِينِ
الْمَاطِرَةُ الْمَاعِرَةِ
الْأَمَامِيَّيْن الْأَمَرَيْن
يَبْتَدِئْ يَبْتَدِعُ
مَسْلَكَيْ مَسْلَعَيْنِ
تَنْفَعِلِينَ تَنْفَسِلِينَ
تُرَاجِعْنَ تُرَافِعْنَ
الْمَصِير الْمَصِير
مُشْتَمَل مُقْتَمِلِيلِ
تُزَدْ تُدَعْ
تُجَاوِرْنَ تُجَودْنَ
اللَّيْقُ الِيْقُ
الْمَرَارَةِ الْمَرَارَةِ
الدِّمَاغُ الْفَمَاعُ
الْبَرْوَازَانِ الْجَرُودَيْنِ
التَّنْبَلَاتُ التَّمْبَلَاتِ
كُحُولِيٍّ قَحْقَوْقِي
يُنَاقَشْ يُنْعَعَ
اِنْعَكَسَا اِنْعَعَقَا
حَسَنَتَيْنِ حَسْسَتَيْنِ
زِلْزَالَيْن دَلْدِيلَيْن
الْغُرُورُ الْصَرُورُ
جُدْرَيَاتٍ أَحْدَرَاتِ
أَنْعَقِدْ أَنْعَقِدَ
أَجْرُؤُ أَجْرِّ
يُسَمَّمَا يُسَمَا
تُظَاهَرُ تُخَاعَرُ
الْحُجَّاجَ الْحَاجِيحَاتِ
حَرِيمٌ أَرِيمًا
سَكَرَات سَقَا
السِّكِّينُ السَّقِينُ
فِعْلَ الْمِثَالِ الْفَعْلَالِيلَ
قُعُود قُعُود
سِرْبَيْ سَرْبَيْنِ
أَلِفْبَائِيًّا أَلْفَعِيْ
الْأَزْمَتَانِ الدَّخْمَيْنِ
جَوَاذِبُ جَاعِبِينَ
شَفَيَا صَعَةَا
أَجْذَبَيْنِ حَحْعَحْعَبَيْنِ
تُذْرَى تُعْرُو
مُؤْتَمَرَات مِخْتَمِر
الْمُفَضَّلَتَيْنِ الْأَفْعَعِلَتَيْنِ
الْحُظْوَة الْحَخْق
دَاعِشِيَّة دَاعِعِيَّة
اُقْتُرِحْتُنَّ نُقْتَرُقَتْنَ
حُيِّيتِ أَيْ
تَضِفْنَ تُخْنَ
خَرَاشِيفَ خِرْصُودٍ
طَهَّرَتَا صَصَّتَا
اِنْقَلَبْتُمَا اِنْقَلَبْتُ
تَصْغُونَ تَصْعُونَ
عَاهِرَاتٌ عَاقَرُ
صُهْيِنَ صَعِينَ
الْعَشَوَائِيِّ الْعَعُوقِي
يَعْتَدْنَ يَقْتَعِدُو
الرَّأْيَيْنِ الْرَحِيَّتَيْنِ
دَقَائِقَ دَقِي
اُسْعُلِي سَْسِلْ
تُسْتَجْمَعَا تُسْتَجَمَتَا
تَشْكُوَ تُصْقَةُ
كَيْنُونَةً قَيْنُوتَ
التِّمْسَاحَانِ التَّمْسَاقَيْنِ
تُحَارَبَانِ تُحَانَ
يُعَاقِبُو يُعَاقِبُو
تَتَّحِدَا تَتِدَا
لِيبِيًّا لَيْجِيْمِي
حَشَرتَيْنِ حَصْرَتَيْنِ
تَنْضَمِّي تُنُِْمِي
خِفْتِ خَحَّ
أَحْيَيَانِ مَحِيَّيْنِ
الِارْتِدَاء الْالْنِرْتَدَاد
تُدَمَّرْ تُدَمَ
يُقَامَرَا يُقَامِرَا
حَقَائِبَ حِقِيبَاتٍ
مَكْتَبَات مَعْتَب
الِاعْتِيَادَ الْتَعْتِيدَا
شِهَابُ صَصَابُ
رَسَّامَتَا رَسَامَتَيْنِ
السُّبَّاقِ الْسَّقَ
وَهْمَيْ وَصْمَيْن
اِسْتَمْرَرْنَا اِسْتَمْرَّ
مِشْيَةَ مَعِيَّةُ
تَارِيخٌ تَافِيعًا
ضُبَّاط خَابِع
شَرِيكَيْ صَرِيعَيْ
يَتَّخِذْنَ تَتْعِعُو
يُسْتَمْتَعَ يُسْتَمِعْ
أَسْلِحَةٍ نَوَوِيَّةٍ سَلُو
قَوَافِلُ قَاعَلَاتُ
ثَدِيِيُّ خَدِيُّةُ
عَشِيرَتَيْ صَصِيرَتَيْنِ
تُدَاوَرِينَ تُدَاوَرِي
نُسْتَكْتَبَ أُسْتَبْنَ
بَابَا غَنُّوجٍ بَابُوبًا
كُحُول صَحْقَوَل
الشَّدِيدَةَ الْعَدِيدَةِ
يُتَلْفَزَانِ يُتَعَدَ
الْمُرِيحُ الْمَرِيمُ
مَحْصُولَاتٌ مُحْعُولًا
مُسْتَكْشِف مُسْتَعْعِد
تُسْتَبْدَلُو تُسْتَبْدَلُو
إِنْدُونِيسِيَّاتِ إِنْدَنْدَقُوّّةِ
غَابَاتِ صَابَاتِ
بَرْدَانَتَيْنِ بَرْدَانَيْنِ
عُرْيَانَتَيْنِ قَرِينَيْنِ
أَنْفَجِرُ أَنْفَجِرُ
الْمُنَافَسَاتِ الْمَمْسَتِينِ
تَسْتَخْبِرَانِ تَسْتَعْبِرَا
ثَوْرَتَيْ خَقْفَتَيْنِ
حَلُّوفِ حَلُودَ
الْإِفْلَاحُ الْإَعْلَامُ
الشَّنْطَتَيْن الْصَنْسَتَيْن
نَخْتَتِنْ نَخْتَتِنَ
الْغَبِيَّتَانِ الْصَبِيَّيْنِ
تَحْلِيلَيْنِ مَعْمَلِيَّيْنِ تَحْلِيلِيْنِ
مَهْبِلَانِ مَصْبَلَانِ
اِمْتِحَان اِمْتَحَان
بَطَّارِيَّاتِ جَعِيَّاتِيَّاتِ
اِقْتَرِحْنَ اِقْتَرِعْنَ
اِسْتَهْدِفِي اِسْتَعْدَدِدْ
دَجَّالًا دَحَالًا
الْخَوَارِزْمِيَّتَيْن الْخَوَارِمَيْن
يُدَنْدَنَانِ يُدَعْدَمَا
مُتَّخِذ مُتَِْعِع
صَيْدَلِيَّة صَلِلَّة
تُقْتَصَدْنَ تُقْتَعَدْنَ
كَامِلَاتٌ حَامِلَاتِ
اِحْتَلَّ اِحْتَلَ
التَّاسِعَيْن التَّاسِّي
أَعْسَال عَسْسِلِيت
وَظَائِفُ وِدَا
تَطُوعَ تُعَةُ
اُسْتُجِيرُوا اِسْتَجِيرُو
أَضْيَقَ أَخِي
الْغَزَارَتَيْنِ النَّخَارَتَيْنِ
دُرْبَة دَرْبَة
يُلْغَى يُلْعَقُ
تُرَبِّي تَبْبِينَ
أَمِيرَةِ أَمِيرَةِ
قَهْوَتَيْ قَصُوَانِ
الْكَعْبَةُ الْصَعْبَةُ
وِرَاثَة وِرَاعَة
صَرَاحَةً صَرَامَةً
يُذْنِبُونَ يَخْمِ
يَسْتَنِيرُو يَسْتَنِيرُو
اِخْضَارَرْتُمَا اِخْعَارَتَا
السَّنَوِيَّتَيْنِ الْسَّنُوْقَتَيْنِ
الْمَوْلِدُ الْمَوْلِدُ
تُعَاوِنَا تُعَوْوَنَا
تَمْوِيج تَمْقِيج
نُنَارَ نُنْقَعْ
الشِّهَابَيْنِ النَّصَابَيْنِ
فَظِيعَانِ فَخِيعَيْنِ
الْمُرْتَاحَيْنِ الْمَرْتَامَيْنِ
اُسْتُعْلِمْتَ اِسْتَعِمَ
اِفْتَقَرْتُنَّ اِرْتَقَرْنَ
تَدْحِي تُدَحْ
يُنَاوِلْنَ يَنَاوِلْنَ
غَيْمَتَيْ صَيمَتَيْ
الْفَوْقَانِيَّات الْفَوْقَو
مُوَاطِنُونَ مَوَقٍ
اُسْتُخْدِمَا اِسْتَعْدِمَا
يُنَافِسُ يَنْفَسُ
التَّوْب التَّنْب
مَزْحُور مُحْر
اِنْكِتَابَ اِنْقِتَ
الْمُتَأَكِّدَانِ التَّتَعِدَيْنِ
الْخَائِفَةَ الْخَاعَدَةِ
حَقِيرَةً حَقِيرَةٍ
لَيْثٍ لَيُعٍ
يُؤْثِرْنَ يَخْعُونَ
الْأَبْرَأَيْنِ الْأَبْرَّّتَيْنِ
الْمُسِنُّ الْمَسِينِ
جَبِينَيْ جَبِينِيْ
يَدَّعِيَانِ يَدَّانِ
حَارَتَيْ حَارَيْنِ
اِشْتِقَاقِ اِقْتَقَاقِ
فَارِعَيْن فَارِعَيْن
الرَّاشِدَةَ الْرَاقَدَةِ
اِسْتَلْقَيْتُنَّ اِسْتَلَعْنَ
الْبَهْلَوَانَات الْجَعُونَات
إِصَابَةُ إِصَابَةُ
الْمِثْقَالِ الْمَخْقَالِيلِيلِ
إدْحِيّةِ إِدْحِيَّةِ
تَشْكِي تُصْقَعِي
الصَّالَة الْصَالَة
تُصَادَرَانِ تُصَادَرَا
يُبَاحِثَا يَبَاحِعَا
مُفَتِّش مَفْتِع
خَالَاتِ خَالَاتِ
عُبُودَةُ عَبُودَةُ
غُطِّيتَ صَسْعِي
الْمُنَاوَاةِ الْمَنَاقَاوَةِ
تَنْتَهِي تُنْتَعِي
الصَّارُوخَيْن الْصَارُولَيْن
فِرْدَوْسَانِ فُرْفُوسَيْنِ
تَدُلَّ تَعِي
أَفْنَان أَفْنِين
الْجِعِزِي الْجَعْعِي
مَخَابِزِ مَخْبِدِ
تُبَاعِينَ تُحَعِي
اِسْتِعْمَالَانِ اِسْتَنْمِرَانِ
اللَّائِق الْلَاعِق
تَحُوطِي تُحِي
شَقَّةُ صَقَا
تُفَاجِئَا تُفَاجَعَيْ
الْفَضِيحَتَيْنِ الْفَخِيحَيْنِ
اللِّحْيَتَانِ الِيَّيَّتَيْنِ
إِحْيَاء إِحِيع
صُفِينَا صَعَمْنَ
وَظِيفَةِ وِخِيفَةِ
غُرْبَةَ صَرْبَةُ
اِعْتِمَار اِقْتِمْتِمْتِمْنَة
مُفَاجَأَة مُفَاجَعَاتِ
تَرِينَانِ تَرِينَانِ
تُزَادَ تُدَعْ
تَأَمْرَكَتَا تَحْرَرَتَا
يُمَاثِلُو يُمَوْلُو
تَزْدَحِمَ تُدَحِمَ
تُسْتَقَالَا تُسْتَقِلَا
تُحْتَاجَ تُحْتَحَبَيْ
وَاصَلْتُنَّ وَاعَلْنَ
تُسْتَعْلَمِي تُسْتَطْلَمَيْ
الْأَوِزَتَيْنِ الْأَقْدَتَيْنِ
دَرَجَتَانِ دَرْجَتَانِ
تُسْتَمَعْنَ تُسْتَمْقَ
يَسْتَعْرِبُ يَسْتَعْرِبَ
مَطْفُوء مَعِي
تَبْلِيدٌ تَبْلِيدُ
اِسْتَشْعِرُو اِسْتَعْقِرُو
الْعَنَاكِب الْصَنْعُعْعُقَّ
تُكَاثِرَا تُصَاعِرَا
اِسْتِعْرَاب مُسْتَعْرِبَا
ظَرْفَيْنِ خَرْفَتَيْنِ
تَوَكَّأْتُمْ تَقْقَعْنَ
يُبَطَّأْنَ تُبْعَقْنَ
الثَّابِتَات الْخَابِسَي
طَهِّرَا صَصْعَرَا
لُوقِيتِ لَاقِيتِيتَتِي
يَرْجَحْنِنَّ يَرْجَقِنَ
نَارَيْنِ نَارَيْنِ
مَحْظُوظَتَانِ مَحْخُوُوُنَيْنِ
الِاقْتِضَابِ الْالْتَخِ
شِمْبَانْزِي صَمْبِدِيَّةُ
الْمَطَارَيْن الْمَعَارَيْنِ
حَرَكَةٍ حَرْقَةٍ
الْقُرَشِيَّتَيْنِ الْقَرْصِيَّتَيْنِ
اِنْتِفَاخ مَنْتَفَعِ
الْعَمِيقَتَيْنِ الْصَمِي
تَقْدِيسٌ تَقْدِيسًا
اُسْتُقْرِضَتْ اِسْتَقْرِعِي
شُرْفَةٌ قَرْفَةً
جَرِيمَتَيْنِ جَرِيمَتَيْنِ
تُشَاغَلَ تُصَوَلَ
تُعْطَيْ تُعْتَعْنَ
ضُوقَيَيْن أَخِي
الْجَوْعَى الْجَو
اِسْتَكْثَرْتَ اِسْتَعْعَفْ
طَالِب صَالِبَ
تَذْرُوَانِ تَرْرَانِ
اِسْتِيرَادٌ اِسْتَافًا
تُفْنِيَ تُفْنِي
الْخَشِنَاتُ الْخَعِنَاتِ
الْمُخَابَرَةَ الْمَخَابَرَةِ
تُهَانُ تُصْعَ
الْعَامَّتَانِ السَّامَتَيْنِ
سُقِيتَ سَقْقَعْ
يُسْتَكْشَفْنَ يُسْتَقْقَفُو
اُسْتُكْبِرْتِ اِسْتَعْبِرِي
الشُّفّى الْعَعْع
تَشْرِيحٍ تَعْرِي
أُسْبَغَ أُسْبَعَ
ثَقَافِيَّيْن خَقَافِيْن
هَاشِمِيِّينَ حَاعِمِيَّونَ
هُنِّئَتَا صَنِّعَا
يُبَرْهِنَ يُبْعَسِي
التَّثْبِيطَ التَّخْبِيعَ
أَخْفِينَ أَخْعِي
اِرْتَبَكْنَا اِرْتَبُقْنَ
تُفْتَعَلْنَ تُفْتَسَلْنَ
أَصْحُو أَحْمَ
تَعْبَانٌ تَعْبَانً
بَاحَثْتُمَا جَاحَعَتَا
اُقْتُطِطْنَ اِقْتَعْنَ
تْرَامٍ تَرْرِيمٍ
الْبَدَوِيَّتَانِ الْجَدُونِ
إِصْغَاءً إِصْعَاعًا
تَسْقُطِينَ تُسْسِّ
تَثَاؤُب تَخْبَة
الزَّلْزَلَتَيْن الْخَلْعَلَتَيْن
تُخَوِّلَانِ تُخِلَا
بَنْطَلُونَاتٍ بَنْعُونَ
مُعَقَّدًا مَعْقَدِيدَ
الْأَبْخَلُ الْجَبْعِيلَ
أَوِز أَو
قَمْحَةُ قَمْمَةُ
حَقِيقٌ حَقِي
خِتَان خَتَيْت
تُجَاوَزَانِ تُجَوْعَتَانِ
تُذِيعُو تُخْعُونَ
سُوئِلُوا سَوِلَ
تَثْنَوْنِينَ تَخْنَونْنَ
تَدِنَّ تُدُونَ
يُسْتَعْدَدْنَ يُسْتَقْدَ
فَرْع فَر
تُنَارُو يُنْقَعُو
فُورِقَ فَافِقَ
تُصَادِرِي تُصَادَرِي
جَمَارِكُ جَمْرَعُ
فُتِّشْتُ فَتَسَ
أُقَرَّرَ أُقْفَرَ
حَوَاسِيبُ أَاسُوبُ
سُكْنَى سَقْنَة
مَهْبِلٌ مَعْبِلُ
الْآرَاءَ الْرَخِيَّ
تُلْتَمَسِي تُلْتَمَسْ
مَعَاهِدُ مَعْعَدُ
الْمَسَاق الْمَسَاق
اُسْتُرْزِقْنَا اُسْتَرْدَقْنَ
الْمَعْلُومَةِ الْمَسْلُومُ
سِرَار سَرَار
يَأْبَيَا يَجْبِيَا
تُقَامَرْنَ تُوفَمْنَ
الْأَنِيقَتَيْنِ الْأَنِي
يَبْأَسْنَ يَبْعُو
خُدُودٍ خِدِ
يَأْتِيَ يُمِي
مَاطِرَةٌ مَاعِرَةً
ثَبَتُّ خَجَبْ
خَائِفَات خَاعِدَتَات
التَّكْحِيل التَّقْعِيل
تُحْوِجْنَ تُحْوُمَا
يُزَلْزَلَانِ يُخَعَا
أَقْتَتِلَ أَقْتَتِلَ
يُقْتَضَبْنَ يُقْتُبَ
يُدَارُونَ يُدْدَونَ
اِفْتَقَرْتِ اِرْتَقَرْ
إِدْحِيَّيْن إِدْعِيْن
تُبَادِلَا تُبِلَا
الْإِيتَاء الْإِيتِيق
ثَوْبَيْن خَقْبَتَيْن
تَرْضَ تُفْعَعِي
نَحْتَلُّ نَحْتَلْنَ
نُصْغَى نُعْعَّ
اُسْتُكْفِفْتُ اُسْتَعَعْتَمَ
يُغْرِمَ يُصْفِمُ
أَطْعِمَةَ صَعِيمَ
اُمْتُحِنَ اِمْتَحِنَ
الِانْفِعَالِيِّين الْاِنْفَعِع
اِسْتَرْدَدْتَ اِسْتَرَفْ
السَّدِيمَ السَّدِيمِيمَ
اِتَّخَذَا اِتْعَعَعَيَا
الْعَاهِرَاتِ الْعَاعَرَاتِ
لُوبِيَاءٌ يِقَاعًا
يَسْجُدْنَ يَسْجَعُونَ
تَهْلُكَةُ تَعْلَعَةُ
غَزَارَتَانِ صَخَارَتَيْنِ
الطَّالِبَةِ الْعَالَبَةِ
الْوَكِيلَيْنِ الْوَصِيلَيْنِ
يُجْلِدُو يُحْلِدُو
مُتَكَلِّمَتَيْ مُتَمَتَيْ
التَّوْبَةَ التَّنَةِ
مُتَعَجْرِفَاتٌ مَتَرَةٍ
الْعُلْجُومَيْنِ السَّلْجُوقُومُي
فِعْل  الْمُعْتَلّ فَعْتِلَ
اِسْتِحْسَانًا اِسْتَمْتَقَو
بَضَائِعَ جَخَعِيمَاتٍ
تَحْتَرِمِي تُحْتَرِمَ
الْفُنُونَ الْفَنَ
زَنْجَبِيلٌ دَنْجَبِيلُ
مُؤَرِّخِي مَخْرَع
يُدَّعَيَا يُدَعَيَا
الْفَجْوَةَ الْفَجُونَ
رَزَّزْتُمْ رَخْعَعْنَ
تُجَهِّزَا تُحْعِعَا
لَاجِئ لَاجَع
بَنْكَا جَنْقَتَيْنِ
شَبَاحَةُ صَجَاحَةُ
رَاكِبَ جَخِيَّةُ
تُضَافَانِ تُخَافَانِ
اِئْتَمَمْتُمْ اِخْتَمَ
الِاحْتِلَامَاتِ الْالْمَحْتَلِرَاتِ
دِيكَانِ دَيَقَيْنِ
يُجَدَّدَا يُجَدَا
أَحْتَوِ أَحْتَوِدَ
خِلَافًا خِلَافًا
تُفْتَكَرُ تُفْتَعَفَ
أُور أَو
اِسْتِئْمَانَ اِسْتِعْمِمُ
طَرِيَّيْنِ قَرِيَيْنِ
صَالُونَيْنِ صَالَقَيْنِ
السِّمْحَاقَ السَّمْحَاقَةُ
الِانْفِعَالِيَّة الْفَنْفِعَالِيَّة
فُتِّشُوا فَتَقْنَ
قَطِيعُ قَعِي
نِظَامِيَّتَانِ نَخَامِيَّتَيْنِ
كُولِيرَا صَوْلِيرُ
الْمُثُول الْمَخُول
تَنْحَمِلِي تُنْحَمْحَمْحِلِي
يُسْتَقْبَحْنَ يُسْتَقْبَحْنَ
اِعْتِقَادَاتٍ اِقْتَقَافِ
الْعَسَلَيْنِ الْصَسْتِيلَيْنِ
الْخُطْر الْخَعِير
شِعْتَ أَاعَ
مُرَشَّحٌ مَرْعَحً
تَفَرْنَسُو تَعْرِسُو
اِحْتِلَامَاتُ اِحْتَلَامُ
الضَّابِطَةِ الْخَابِسَةِ
تَنْشَغِفْنَ تَنْعَعِدْنَ
أَزَائِفُ مَخِّعٍ
أُلْغَ أُلَعَ
يَطَأْنَ يَعْعُونَ
الْجُذْبَيَات الْحَع
أُشِرْتُ أُصَمَ
شَفَةً عَعَةً
الدَّرَاوِيشُ الْدَفُوعِ
سَلَاسِلَ سَتِلَ
سِكَكُ سَقْقَ
اِتِّحَاد مُتَحْفِدَ
التَّجْدِيدُ التَّحْدِيدُ
يُنَاقَشَا يُنْقَعَا
تَهَيَّأَ تَعْتَ
تُنِيرُ تُنِينَ
اِقْتَرَبْنَا اِنْتَرْبَمْنَ
نُعْتَمَرْ نُقَرْنَ
أَهْمَلْتُ أَعْمَلْ
مَحَلَّاتٌ مَحْلُ
أَلْسِنَةِ لَسْسِينَ
الْجَرِيمَتَيْنِ الْجَرِيمَيْنِ
يَتَمَنَّيْنَ يَتْمِينَ
الشِّغَال الْصَصَال
الْحَلَبِيُّونَ الْحَلِينِ
كَفَاءَتَيْ قَعَاعَتَيْ
تُفَتَّشُ تُفْتَعُ
الثَّانِي الْخِقَ
إِبْلِيسِيِّينَ إِبَلِينِيَّ
عِيدِيَّةَ عَيْدَعِيَّةُ
فَرَادِيس فُرُوسَات
اُسْتُجْمِعَتْ اِسْتَجِعِي
الْحَلُّوفَ الْحَلُودَ
الرَّتِيبَيْن الْرَتِيبَيْن
يَسْقِيَانِ يَسْقِيَا
أُحْوَجُ أُحْوَ
أَضْرَغِطَّ أَخْفَعِعَ
الْإِسْلَاك الْإِسِيق
تَنْحَمِلُو تَنْحَمْحِرُو
تُذَاكِرْ تُخَاقِرْ
يُنْهُونَ يَنْقَو
مَلَامٍ مِلَ
صَدِيقَاتِ صَدِي
تُحَامِي تُحَمْ
مَهْجُوم مَجَمِيم
السَّمْرَاءُ الْمَسْمِرَةِ
تُحْتَسَبَانِ يُحْتَسَبَا
رَحِيمَيْنِ رَحِيمَيْنِ
اِفْتَعَلْتُنَّ اِرْتَقَلَتْنَ
تُرَبِّيَانِ تَبْبَّانِ
الصُّومَالِيَّات الْصَو
السَّانْدْوِيتْشَ السَّامِقُوعِ
تُنَاقِشَا تُنْقَعَعَا
التَّفْقِيط التَّفْقِيع
خَيْمَتَيْنِ خَيمَتَيْنِ
قُرَشِيِّين قَرَُوَّي
أَهْجِرَا أَصْحِرَا
مُقَايَس مَالِسِيس
بَطُؤْتُمَا جَسْعَعْنِ
نَافِسْ نَافِسْ
يُحْمَيَانِ يُحَانَا
جَبْهَةَ جَبْقَةُ
قَهْقِهِي وَصْقَقْقَقُو
تُرْشَيَا تُرْقَّيَا
الِانْزِوَاءَ الْدَنْدَوَو
يُنْبِئْنَ يُنْبِعُو
نُسْتَجَارَ أُسْتَجِرَ
اُسْتُنَّ أَسْتَسَعْ
طُقُوسُ صَقُسُ
تَكْفِيرَ تَصْفِيرَ
أَطْعِمَةِ عَعِيمِينِ
مِيزَان مَيدَان
صُمُودًا صَمُودُ
يَصْطَبِرَا يَصْعَبِرَا
الْعَجَالَى الْحَحْلَاتِ
تُبَسْمَلِي تُسْمَلِي
خَيْمَتَيْ خَي
الْعُنْوَانِ الْعَنْقَيْقِينَ
تَدْحِي تُدَحْحِينَ
تُنَادُوا تُنْدَّ
تُطَهِّرُونَ تَصْقِرُونَ
تَعَالَتَا تَعْتَتَا
أُسْتَقْبَحْ أُسْتَقْبَحْ
قُرَى قَرِيَاتُ
اِعْوِجَاجٌ اِعُوفًاٌ
نَتَعَشَّ نَعْقَقْنَ
رَبَطَاتٍ رَجَعِ
الْحُزَمَ الْحَخَمَي
رُضِينَ رَخِيْنَ
تَدُومَانِ تَدَّانِ
اِسْتِذْكَارَ اِسْتِعْتِعْقَارِ
تَشَيْطَنُوا تَصْ
أَضَفْتِ أَخَعْ
اِذْلَوْلِي اِخْلَوِي
يُجَاعَ تُجَاعُ
مُدْهِشَانِ مَدِعَيْنِ
تَدْيِينٌ تَدِينًا
اِسْتَبْدَلُوا اِسْتَجْدَدَ
